"","name","group","host","ref_strain","collection_time","sample_number"
"1379","01_8650_0048_01",1,8650,"ref_strain",48,1
"1380","01_8722_0048_01",1,8722,"ref_strain",48,1
"1381","01_8733_0048_01",1,8733,"ref_strain",48,1
"1382","01_8849_0048_01",1,8849,"ref_strain",48,1
"1383","01_8850_0048_01",1,8850,"ref_strain",48,1
"1384","01_8913_0048_01",1,8913,"ref_strain",48,1
"1385","01_9173_0048_01",1,9173,"ref_strain",48,1
"1386","01_9178_0048_01",1,9178,"ref_strain",48,1
"1387","01_9201_0048_01",1,9201,"ref_strain",48,1
"1388","01_9216_0048_01",1,9216,"ref_strain",48,1
"1389","01_9237_0048_01",1,9237,"ref_strain",48,1
"1390","01_9300_0048_01",1,9300,"ref_strain",48,1
"1391","01_9334_0048_01",1,9334,"ref_strain",48,1
"1392","01_9350_0048_01",1,9350,"ref_strain",48,1
"1393","01_9415_0048_01",1,9415,"ref_strain",48,1
"1394","01_9582_0048_01",1,9582,"ref_strain",48,1
"1395","01_9660_0048_01",1,9660,"ref_strain",48,1
"1396","01_9762_0048_01",1,9762,"ref_strain",48,1
"1397","01_0007_0049_01",1,7,"ref_strain",49,1
"1398","01_0051_0049_01",1,51,"ref_strain",49,1
"1399","01_0219_0049_01",1,219,"ref_strain",49,1
"1400","01_0371_0049_01",1,371,"ref_strain",49,1
"1401","01_0376_0049_01",1,376,"ref_strain",49,1
"1402","01_0687_0049_01",1,687,"ref_strain",49,1
"1403","01_0749_0049_01",1,749,"ref_strain",49,1
"1404","01_0862_0049_01",1,862,"ref_strain",49,1
"1405","01_0920_0049_01",1,920,"ref_strain",49,1
"1406","01_0931_0049_01",1,931,"ref_strain",49,1
"1407","01_0940_0049_01",1,940,"ref_strain",49,1
"1408","01_0954_0049_01",1,954,"ref_strain",49,1
"1409","01_0978_0049_01",1,978,"ref_strain",49,1
"1410","01_1001_0049_01",1,1001,"ref_strain",49,1
"1411","01_1123_0049_01",1,1123,"ref_strain",49,1
"1412","01_1250_0049_01",1,1250,"ref_strain",49,1
"1413","01_1300_0049_01",1,1300,"ref_strain",49,1
"1414","01_1315_0049_01",1,1315,"ref_strain",49,1
"1415","01_1468_0049_01",1,1468,"ref_strain",49,1
"1416","01_1625_0049_01",1,1625,"ref_strain",49,1
"1417","01_1641_0049_01",1,1641,"ref_strain",49,1
"1418","01_1745_0049_01",1,1745,"ref_strain",49,1
"1419","01_1751_0049_01",1,1751,"ref_strain",49,1
"1420","01_1803_0049_01",1,1803,"ref_strain",49,1
"1421","01_1903_0049_01",1,1903,"ref_strain",49,1
"1422","01_1912_0049_01",1,1912,"ref_strain",49,1
"1423","01_2168_0049_01",1,2168,"ref_strain",49,1
"1424","01_2203_0049_01",1,2203,"ref_strain",49,1
"1425","01_2211_0049_01",1,2211,"ref_strain",49,1
"1426","01_2253_0049_01",1,2253,"ref_strain",49,1
"1427","01_2424_0049_01",1,2424,"ref_strain",49,1
"1428","01_2486_0049_01",1,2486,"ref_strain",49,1
"1429","01_2574_0049_01",1,2574,"ref_strain",49,1
"1430","01_2631_0049_01",1,2631,"ref_strain",49,1
"1431","01_2659_0049_01",1,2659,"ref_strain",49,1
"1432","01_2707_0049_01",1,2707,"ref_strain",49,1
"1433","01_2783_0049_01",1,2783,"ref_strain",49,1
"1434","01_2956_0049_01",1,2956,"ref_strain",49,1
"1435","01_3010_0049_01",1,3010,"ref_strain",49,1
"1436","01_3126_0049_01",1,3126,"ref_strain",49,1
"1437","01_3151_0049_01",1,3151,"ref_strain",49,1
"1438","01_3168_0049_01",1,3168,"ref_strain",49,1
"1439","01_3183_0049_01",1,3183,"ref_strain",49,1
"1440","01_3288_0049_01",1,3288,"ref_strain",49,1
"1441","01_3434_0049_01",1,3434,"ref_strain",49,1
"1442","01_3466_0049_01",1,3466,"ref_strain",49,1
"1443","01_3504_0049_01",1,3504,"ref_strain",49,1
"1444","01_3525_0049_01",1,3525,"ref_strain",49,1
"1445","01_3646_0049_01",1,3646,"ref_strain",49,1
"1446","01_3744_0049_01",1,3744,"ref_strain",49,1
"1447","01_3765_0049_01",1,3765,"ref_strain",49,1
"1448","01_3833_0049_01",1,3833,"ref_strain",49,1
"1449","01_3887_0049_01",1,3887,"ref_strain",49,1
"1450","01_3911_0049_01",1,3911,"ref_strain",49,1
"1451","01_4080_0049_01",1,4080,"ref_strain",49,1
"1452","01_4095_0049_01",1,4095,"ref_strain",49,1
"1453","01_4194_0049_01",1,4194,"ref_strain",49,1
"1454","01_4227_0049_01",1,4227,"ref_strain",49,1
"1455","01_4460_0049_01",1,4460,"ref_strain",49,1
"1456","01_4479_0049_01",1,4479,"ref_strain",49,1
"1457","01_4539_0049_01",1,4539,"ref_strain",49,1
"1458","01_4674_0049_01",1,4674,"ref_strain",49,1
"1459","01_4702_0049_01",1,4702,"ref_strain",49,1
"1460","01_4820_0049_01",1,4820,"ref_strain",49,1
"1461","01_4883_0049_01",1,4883,"ref_strain",49,1
"1462","01_5040_0049_01",1,5040,"ref_strain",49,1
"1463","01_5083_0049_01",1,5083,"ref_strain",49,1
"1464","01_5219_0049_01",1,5219,"ref_strain",49,1
"1465","01_5266_0049_01",1,5266,"ref_strain",49,1
"1466","01_5362_0049_01",1,5362,"ref_strain",49,1
"1467","01_5392_0049_01",1,5392,"ref_strain",49,1
"1468","01_5421_0049_01",1,5421,"ref_strain",49,1
"1469","01_5475_0049_01",1,5475,"ref_strain",49,1
"1470","01_5554_0049_01",1,5554,"ref_strain",49,1
"1471","01_5639_0049_01",1,5639,"ref_strain",49,1
"1472","01_5816_0049_01",1,5816,"ref_strain",49,1
"1473","01_5826_0049_01",1,5826,"ref_strain",49,1
"1474","01_5839_0049_01",1,5839,"ref_strain",49,1
"1475","01_5878_0049_01",1,5878,"ref_strain",49,1
"1476","01_5927_0049_01",1,5927,"ref_strain",49,1
"1477","01_6090_0049_01",1,6090,"ref_strain",49,1
"1478","01_6129_0049_01",1,6129,"ref_strain",49,1
"1479","01_6161_0049_01",1,6161,"ref_strain",49,1
"1480","01_6266_0049_01",1,6266,"ref_strain",49,1
"1481","01_6459_0049_01",1,6459,"ref_strain",49,1
"1482","01_6475_0049_01",1,6475,"ref_strain",49,1
"1483","01_6711_0049_01",1,6711,"ref_strain",49,1
"1484","01_6842_0049_01",1,6842,"ref_strain",49,1
"1485","01_6871_0049_01",1,6871,"ref_strain",49,1
"1486","01_6915_0049_01",1,6915,"ref_strain",49,1
"1487","01_6925_0049_01",1,6925,"ref_strain",49,1
"1488","01_7057_0049_01",1,7057,"ref_strain",49,1
"1489","01_7122_0049_01",1,7122,"ref_strain",49,1
"1490","01_7166_0049_01",1,7166,"ref_strain",49,1
"1491","01_7489_0049_01",1,7489,"ref_strain",49,1
"1492","01_7499_0049_01",1,7499,"ref_strain",49,1
"1493","01_7506_0049_01",1,7506,"ref_strain",49,1
"1494","01_7532_0049_01",1,7532,"ref_strain",49,1
"1495","01_7586_0049_01",1,7586,"ref_strain",49,1
"1496","01_7610_0049_01",1,7610,"ref_strain",49,1
"1497","01_7717_0049_01",1,7717,"ref_strain",49,1
"1498","01_7872_0049_01",1,7872,"ref_strain",49,1
"1499","01_7972_0049_01",1,7972,"ref_strain",49,1
"1500","01_8013_0049_01",1,8013,"ref_strain",49,1
"1501","01_8062_0049_01",1,8062,"ref_strain",49,1
"1502","01_8110_0049_01",1,8110,"ref_strain",49,1
"1503","01_8132_0049_01",1,8132,"ref_strain",49,1
"1504","01_8408_0049_01",1,8408,"ref_strain",49,1
"1505","01_8459_0049_01",1,8459,"ref_strain",49,1
"1506","01_8631_0049_01",1,8631,"ref_strain",49,1
"1507","01_8779_0049_01",1,8779,"ref_strain",49,1
"1508","01_8848_0049_01",1,8848,"ref_strain",49,1
"1509","01_8869_0049_01",1,8869,"ref_strain",49,1
"1510","01_8897_0049_01",1,8897,"ref_strain",49,1
"1511","01_9031_0049_01",1,9031,"ref_strain",49,1
"1512","01_9371_0049_01",1,9371,"ref_strain",49,1
"1513","01_9379_0049_01",1,9379,"ref_strain",49,1
"1514","01_9587_0049_01",1,9587,"ref_strain",49,1
"1515","01_9597_0049_01",1,9597,"ref_strain",49,1
"1516","01_9645_0049_01",1,9645,"ref_strain",49,1
"1517","01_9662_0049_01",1,9662,"ref_strain",49,1
"1518","01_9774_0049_01",1,9774,"ref_strain",49,1
"1519","01_9776_0049_01",1,9776,"ref_strain",49,1
"1520","01_9798_0049_01",1,9798,"ref_strain",49,1
"1521","01_9801_0049_01",1,9801,"ref_strain",49,1
"1522","01_9804_0049_01",1,9804,"ref_strain",49,1
"1523","01_9825_0049_01",1,9825,"ref_strain",49,1
"1524","01_9841_0049_01",1,9841,"ref_strain",49,1
"1525","01_9958_0049_01",1,9958,"ref_strain",49,1
"1526","01_9974_0049_01",1,9974,"ref_strain",49,1
